 69 |  9.7 11.9 16.4 20.8 24.8 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 52.4 58.1 60.8 66.1 68.7 73.7 78.5 80.9 85.5 90.1 94.6 98.9 **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** 89.4 82.6 82.6 75.5 65.5 65.5 54.5 54.5 54.5 46.7 46.6 46.6 39.4 39.3 39.2 39.1 39.0 32.9 32.7 32.6 27.0 26.9 26.7 21.4 20.2 19.6 14.8 13.5 10.1  9.3  8.6  8.0  7.3  6.6  6.0  5.2  5.8  4.9  5.5  6.7  8.1
 67 |  2.3  2.7  3.4  5.5  8.1 11.9 18.9 23.1 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 52.4 55.3 60.8 66.1 71.2 76.1 80.9 85.5 90.1 94.5 98.9 **** **** **** **** **** **** **** **** **** **** **** **** **** 89.3 75.4 65.4 46.9 39.9 34.1 28.8 28.9 24.8 24.8 20.8 20.8 17.4 17.3 17.3 17.2 14.9 14.8 14.6 14.5 14.2 12.5 12.2 12.0 11.7 11.4  9.9  9.7  9.3  7.8  7.2  6.6  5.2  4.6  4.0  2.8  2.6  2.4  2.2  1.9  1.7  1.4  1.2  1.3  1.3  1.6  1.9
 65 |  0.0  0.9  1.1  1.6  1.9  2.7  4.4  6.7 11.9 18.9 24.8 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 49.5 52.4 58.1 63.5 68.7 73.7 78.5 83.2 87.8 92.4 98.9 **** **** **** **** **** **** **** **** **** 89.1 65.1 46.6 33.7 28.6 24.6 17.3 15.4 15.5 14.0 13.0 13.1 12.2 12.2 11.5 11.4 11.4 11.3 10.6 10.5 10.3 10.1  9.9  9.7  8.9  8.6  8.3  8.0  7.7  5.6  5.2  4.8  4.3  3.8  3.2  2.7  2.1  1.4  0.5  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 63 |  0.0  0.0  0.0  0.0  0.0  1.1  1.3  1.9  2.7  5.5  8.1 13.7 23.1 29.2 49.5 49.5 49.5 49.5 49.5 49.5 49.5 52.4 58.1 63.5 71.2 76.1 80.9 87.8 92.3 96.8 **** **** **** **** **** **** 82.0 53.9 39.2 28.1 20.1 14.8 13.4 11.6 11.0 11.2 10.8 10.5 10.7  9.4  9.5  9.5  9.5  9.5  9.5  9.4  9.3  9.1  9.0  8.8  8.5  8.3  8.0  7.7  7.4  7.0  6.6  6.3  5.9  5.3  4.9  4.4  3.9  3.3  2.7  2.0  1.2  0.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 61 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.1  1.6  2.3  3.4  6.7 11.9 18.9 27.3 49.5 49.5 49.5 49.5 49.5 49.5 55.3 60.8 68.7 73.7 80.9 85.5 92.3 96.8 **** **** **** 88.5 64.5 38.8 23.4 16.1 12.6 10.8 10.3  9.5  8.5  8.8  9.0  9.2  9.4  9.5  9.7  9.8  9.9  9.9  9.9  9.9  9.9  9.7  9.7  9.5  9.3  9.1  8.9  8.6  8.3  8.0  7.7  7.3  6.9  6.5  6.0  5.5  5.1  4.5  3.9  3.3  2.6  1.9  1.1  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 59 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.9  1.3  1.9  2.7  5.5  9.7 16.4 23.1 29.2 49.5 49.5 49.5 52.4 58.1 66.1 71.2 78.5 85.5 90.1 96.8 83.5 69.2 45.4 27.0 15.3 11.7  9.9  8.8  8.8  7.7  8.0  8.4  8.8  9.0  9.3  9.5  9.7  9.9 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0  9.9  9.7  9.5  9.2  8.9  8.6  8.3  8.0  7.5  7.1  6.6  6.2  5.7  5.2  4.6  4.0  3.3  2.6  1.8  0.9  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 57 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.1  1.6  2.7  4.4  8.1 11.9 18.9 23.1 27.3 29.2 55.3 63.5 55.3 60.8 58.1 55.4 42.9 27.9 20.8 12.4  9.8  8.3  7.7  6.5  7.0  7.5  7.9  8.3  8.7  9.0  9.3  9.6  9.9 10.0 10.0 10.7 10.7 10.7 10.7 10.7 10.7 10.7 10.7 10.7 10.0 10.0  9.7  9.5  9.3  8.9  8.5  8.2  7.7  7.3  6.9  6.4  5.8  5.2  4.7  4.0  3.3  2.6  1.8  0.8  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 55 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.9  1.3  2.3  3.4  5.5  6.7  9.7 11.9 14.8 20.3 21.3 21.3 20.3 15.5 11.2  8.8  7.6  6.7  5.0  5.6  6.1  6.7  7.2  7.7  8.2  8.5  9.0  9.3  9.6  9.9 10.0 10.7 10.7 10.7 10.7 10.7 10.7 10.7 10.7 10.7 10.7 10.7 10.7 10.0 10.0  9.8  9.5  9.2  8.8  8.4  8.0  7.5  7.0  6.5  6.0  5.3  4.7  4.1  3.3  2.6  1.7  0.6  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 53 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.9  1.1  1.6  1.9  2.7  3.4  3.4  4.6  6.0  5.8  5.5  4.7  4.9  4.6  3.6  4.4  5.1  5.7  6.3  6.9  7.4  7.9  8.3  8.8  9.2  9.6  9.9 10.0 10.7 10.7 10.7 11.3 11.3 11.3 11.3 11.3 11.3 11.3 11.3 11.3 10.7 10.7 10.7 10.0  9.8  9.5  9.0  8.6  8.2  7.7  7.2  6.6  6.0  5.4  4.8  4.1  3.3  2.6  1.6  0.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 51 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.9  1.1  1.1  1.3  1.6  2.2  2.2  2.1  0.8  1.9  2.8  3.6  4.4  5.2  5.8  6.4  7.0  7.6  8.1  8.5  9.0  9.5  9.8 10.0 10.7 10.7 10.7 11.3 11.3 11.3 11.3 11.3 11.9 11.3 11.3 11.3 11.3 11.3 10.7 10.7 10.7 10.0  9.7  9.3  8.8  8.4  7.9  7.3  6.8  6.2  5.5  4.9  4.2  3.3  2.4  1.5  0.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 49 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.6  1.8  2.8  3.6  4.5  5.2  5.9  6.5  7.1  7.7  8.3  8.8  9.3  9.7 10.0 10.7 10.7 11.3 11.3 11.3 11.9 11.9 11.9 11.9 11.9 11.9 11.9 11.9 11.3 11.3 11.3 10.7 10.7 10.0  9.9  9.5  9.0  8.5  8.0  7.5  7.0  6.3  5.6  5.0  4.2  3.3  2.4  1.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 47 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.5  1.8  2.8  3.6  4.5  5.2  6.0  6.6  7.3  7.9  8.4  9.0  9.5  9.9 10.0 10.7 11.3 11.3 11.3 11.9 11.9 11.9 11.9 11.9 11.9 11.9 11.9 11.9 11.9 11.9 11.3 11.3 10.7 10.7 10.0  9.7  9.3  8.8  8.3  7.7  7.0  6.4  5.7  5.0  4.2  3.3  2.4  1.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 45 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.3  1.7  2.8  3.6  4.6  5.3  6.0  6.8  7.4  8.0  8.6  9.1  9.6 10.0 10.7 10.7 11.3 11.3 11.9 11.9 11.9 12.5 12.5 12.5 12.5 12.5 12.5 12.5 11.9 11.9 11.9 11.3 11.3 10.7 10.7  9.9  9.5  8.9  8.4  7.8  7.2  6.5  5.8  5.1  4.3  3.3  2.4  1.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 43 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.1  1.6  2.7  3.6  4.6  5.4  6.1  6.9  7.5  8.2  8.8  9.3  9.8 10.0 10.7 11.3 11.3 11.9 11.9 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 12.5 11.9 11.9 11.9 11.3 10.7 10.7 10.0  9.6  9.1  8.5  8.0  7.3  6.6  5.9  5.1  4.3  3.3  2.3  1.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 41 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.6  2.7  3.8  4.6  5.4  6.2  7.0  7.7  8.3  8.9  9.5 10.0 10.7 10.7 11.3 11.9 11.9 12.5 12.5 12.5 12.5 13.1 13.1 13.1 13.1 13.1 12.5 12.5 12.5 11.9 11.9 11.3 11.3 10.7 10.0  9.8  9.3  8.7  8.0  7.4  6.7  6.0  5.2  4.3  3.3  2.3  1.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 39 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.5  2.7  3.8  4.7  5.5  6.3  7.0  7.7  8.4  9.0  9.6 10.0 10.7 11.3 11.3 11.9 11.9 12.5 12.5 13.1 13.1 13.1 13.1 13.1 13.1 13.1 13.1 13.1 12.5 12.5 11.9 11.9 11.3 10.7 10.7  9.9  9.4  8.8  8.2  7.5  6.8  6.0  5.2  4.3  3.3  2.3  0.9  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 37 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.4  2.7  3.6  4.7  5.5  6.4  7.1  7.9  8.5  9.2  9.7 10.0 10.7 11.3 11.9 11.9 12.5 12.5 13.1 13.1 13.1 13.1 13.7 13.7 13.7 13.1 13.1 13.1 13.1 12.5 12.5 11.9 11.3 11.3 10.7 10.0  9.5  8.9  8.3  7.6  6.9  6.0  5.2  4.3  3.3  2.2  0.9  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 35 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.3  2.6  3.6  4.7  5.6  6.4  7.2  8.0  8.6  9.3  9.9 10.7 10.7 11.3 11.9 12.5 12.5 13.1 13.1 13.1 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.1 13.1 12.5 12.5 11.9 11.9 11.3 10.7 10.0  9.7  9.0  8.4  7.7  6.9  6.1  5.2  4.3  3.3  2.2  0.7  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 33 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.2  2.6  3.6  4.7  5.6  6.5  7.3  8.0  8.8  9.4 10.0 10.7 11.3 11.3 11.9 12.5 12.5 13.1 13.1 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.7 13.1 13.1 12.5 12.5 11.9 11.3 10.7 10.7  9.8  9.1  8.5  7.7  7.0  6.1  5.2  4.3  3.3  2.1  0.6  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 31 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.2  2.6  3.6  4.7  5.6  6.5  7.3  8.1  8.8  9.5 10.0 10.7 11.3 11.9 11.9 12.5 13.1 13.1 13.7 13.7 13.7 13.7 14.2 14.2 14.2 13.7 13.7 13.7 13.1 13.1 12.5 12.5 11.9 11.3 11.3 10.7  9.9  9.3  8.5  7.8  7.0  6.2  5.2  4.3  3.3  2.1  0.5  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 29 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.1  2.4  3.6  4.7  5.7  6.5  7.3  8.2  8.9  9.6 10.0 10.7 11.3 11.9 12.5 12.5 13.1 13.1 13.7 13.7 14.2 14.2 14.2 14.2 14.2 14.2 13.7 13.7 13.7 13.1 13.1 12.5 11.9 11.9 11.3 10.7 10.0  9.3  8.6  7.9  7.1  6.2  5.3  4.3  3.2  2.0  0.3  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 27 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  1.0  2.4  3.6  4.7  5.7  6.5  7.4  8.3  9.0  9.7 10.0 10.7 11.3 11.9 12.5 13.1 13.1 13.7 13.7 14.2 14.2 14.2 14.2 14.2 14.2 14.2 14.2 13.7 13.7 13.1 13.1 12.5 12.5 11.9 11.3 10.7 10.0  9.4  8.7  8.0  7.1  6.2  5.3  4.3  3.2  1.9  0.2  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 25 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.9  2.4  3.6  4.7  5.7  6.6  7.5  8.3  9.0  9.7 10.7 11.3 11.3 11.9 12.5 13.1 13.1 13.7 13.7 14.2 14.2 14.2 14.2 14.2 14.2 14.2 14.2 14.2 13.7 13.7 13.1 12.5 12.5 11.9 11.3 10.7 10.0  9.5  8.8  8.0  7.2  6.3  5.3  4.3  3.2  1.9  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 23 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.8  2.3  3.5  4.7  5.7  6.6  7.5  8.3  9.1  9.8 10.7 11.3 11.9 11.9 12.5 13.1 13.7 13.7 14.2 14.2 14.2 14.2 14.8 14.8 14.8 14.2 14.2 14.2 13.7 13.7 13.1 13.1 12.5 11.9 11.3 10.7 10.0  9.5  8.8  8.0  7.2  6.3  5.3  4.3  3.2  1.8  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 21 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.7  2.3  3.5  4.7  5.7  6.6  7.5  8.3  9.1  9.9 10.7 11.3 11.9 12.5 12.5 13.1 13.7 13.7 14.2 14.2 14.2 14.8 14.8 14.8 14.8 14.8 14.2 14.2 14.2 13.7 13.1 13.1 12.5 11.9 11.3 10.7 10.0  9.6  8.8  8.0  7.2  6.3  5.3  4.3  3.1  1.7  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 19 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.5  2.2  3.5  4.7  5.7  6.6  7.6  8.4  9.2  9.9 10.7 11.3 11.9 12.5 12.5 13.1 13.7 13.7 14.2 14.2 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.2 14.2 13.7 13.7 13.1 12.5 11.9 11.3 11.3 10.7  9.7  8.9  8.1  7.2  6.3  5.3  4.3  3.1  1.7  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 17 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.4  2.2  3.4  4.7  5.7  6.6  7.6  8.4  9.2  9.9 10.7 11.3 11.9 12.5 13.1 13.1 13.7 14.2 14.2 14.2 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.2 14.2 13.7 13.7 13.1 12.5 11.9 11.9 11.3 10.7  9.7  8.9  8.1  7.2  6.3  5.3  4.2  2.9  1.6  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 15 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.3  2.1  3.4  4.6  5.7  6.6  7.6  8.4  9.3  9.9 10.7 11.3 11.9 12.5 13.1 13.1 13.7 14.2 14.2 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.2 14.2 13.7 13.7 13.1 12.5 12.5 11.9 11.3 10.7  9.7  8.9  8.1  7.3  6.3  5.2  4.2  2.9  1.5  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
 13 |  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.1  2.0  3.4  4.6  5.6  6.6  7.6  8.4  9.3 10.0 10.7 11.3 11.9 12.5 13.1 13.7 13.7 14.2 14.2 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.8 14.2 14.2 13.7 13.1 12.5 12.5 11.9 11.3 10.7  9.7  9.0  8.1  7.2  6.3  5.2  4.2  2.9  1.4  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0
